2017NAICS;PART_NAICS;ISIC4;PART_ISIC4;ISIC4_TITLE;NOTES
0;1;9810;0;Undifferentiated goods-producing activities of private households for own use;one to many links for ISIC 9810 to all of NAICS based on the goods
0;1;9820;0;Undifferentiated service-producing activities of private households for own use;one to many links for ISIC 9820 to all of NAICS based on the services
111110;1;111;1;Growing of cereals (except rice), leguminous crops and oil seeds; 
111120;1;111;1;Growing of cereals (except rice), leguminous crops and oil seeds; 
111130;1;111;1;Growing of cereals (except rice), leguminous crops and oil seeds; 
111140;1;111;1;Growing of cereals (except rice), leguminous crops and oil seeds; 
111150;1;111;1;Growing of cereals (except rice), leguminous crops and oil seeds; 
111160;1;112;0;Growing of rice; 
111191;1;111;1;Growing of cereals (except rice), leguminous crops and oil seeds; 
111199;1;111;1;Growing of cereals (except rice), leguminous crops and oil seeds; 
111211;1;113;1;Growing of vegetables and melons, roots and tubers; 
111219;1;113;1;Growing of vegetables and melons, roots and tubers;except kale, mangold wurzel, and pepper farming
111219;1;119;1;Growing of other non-perennial crops;kale, mangold wurzel, etc. farming
111219;1;128;1;Growing of spices, aromatic, drug and pharmaceutical crops;pepper farming (e.g., bell, chili, red, green)
111310;1;123;1;Growing of citrus fruits; 
111320;1;123;1;Growing of citrus fruits; 
111331;1;124;1;Growing of pome fruits and stone fruits; 
111332;1;121;0;Growing of grapes; 
111333;1;125;1;Growing of other tree and bush fruits and nuts; 
111334;1;125;1;Growing of other tree and bush fruits and nuts; 
111335;1;125;1;Growing of other tree and bush fruits and nuts;except nuts used chiefly for oil extraction
111335;1;126;1;Growing of oleaginous fruits;nuts used chiefly for oil extraction including tung nuts
111336;1;12;1;Growing of perennial crops;ISIC group level link - combination fruit and tree nut farming
111339;1;122;1;Growing of tropical and subtropical fruits;banana and other tropical or subtropical fruit farming
111339;1;124;1;Growing of pome fruits and stone fruits;growing of apricots, peaches, cherries and other stone or pome fruits
111339;1;125;1;Growing of other tree and bush fruits and nuts;other noncitrus fruit seed growing
111339;1;126;1;Growing of oleaginous fruits;growing of olives and coconuts and other oleaginous fruits
111339;1;127;1;Growing of beverage crops;growing coffee 
111411;1;113;1;Growing of vegetables and melons, roots and tubers; 
111419;1;113;1;Growing of vegetables and melons, roots and tubers;growing melons, vegetables, etc. under cover
111419;1;122;1;Growing of tropical and subtropical fruits;tropical and subtropical fruit grown under cover
111419;1;128;1;Growing of spices, aromatic, drug and pharmaceutical crops;herbs and ginseng grown under cover
111419;1;322;1;Freshwater aquaculture;seaweed grown under cover
111421;1;129;1;Growing of other perennial crops;short rotation tree farming (such as Christmas trees)
111421;1;130;0;Plant propagation;except short rotation tree farming (such as Christmas tree farms)
111422;1;119;1;Growing of other non-perennial crops; 
111910;1;115;0;Growing of tobacco; 
111920;1;116;1;Growing of fibre crops; 
111930;1;114;0;Growing of sugar cane; 
111940;1;119;1;Growing of other non-perennial crops; 
111991;1;113;1;Growing of vegetables and melons, roots and tubers; 
111992;1;111;1;Growing of cereals (except rice), leguminous crops and oil seeds; 
111998;1;111;1;Growing of cereals (except rice), leguminous crops and oil seeds;"field crops, n.e.c.; and combinations of grains, cereal crops, and other similar crops "
111998;1;116;1;Growing of fibre crops;sisal, abaca, and other textile fibers
111998;1;12;1;Growing of perennial crops;ISIC group level link - combinations of fruit, nut, beverage and spice crops, based on primary
111998;1;127;1;Growing of beverage crops;tea and mate growing
111998;1;128;1;Growing of spices, aromatic, drug and pharmaceutical crops;spice crop production
111998;1;129;1;Growing of other perennial crops;"natural rubber latex; growing maple trees for the harvest of maple sap"
111998;1;150;1;Mixed farming;combinations of crops, livestock, and animal specialties (primarily but less than 66% crops)
111998;1;230;1;Gathering of non-wood forest products;gathering maple sap in the wild
111998;1;1072;1;Manufacture of sugar;maple sugars and syrups produced in a separate central facility 
112111;1;141;1;Raising of cattle and buffaloes; 
112112;1;141;1;Raising of cattle and buffaloes; 
112120;1;141;1;Raising of cattle and buffaloes; 
112130;1;141;1;Raising of cattle and buffaloes;null set for U.S. 
112210;1;145;0;Raising of swine/pigs; 
112310;1;146;1;Raising of poultry; 
112320;1;146;1;Raising of poultry; 
112330;1;146;1;Raising of poultry; 
112340;1;146;1;Raising of poultry; 
112390;1;146;1;Raising of poultry;except emu, ostriches
112390;1;149;1;Raising of other animals;emu, ostriches
112410;1;144;1;Raising of sheep and goats; 
112420;1;144;1;Raising of sheep and goats; 
112511;1;321;1;Marine aquaculture;saltwater finfish farming and hatcheries
112511;1;322;1;Freshwater aquaculture;freshwater finfish farming and hatcheries
112512;1;321;1;Marine aquaculture;saltwater shellfish farming including production of cultured pearls
112512;1;322;1;Freshwater aquaculture;freshwater shellfish farming
112519;1;321;1;Marine aquaculture;saltwater alligator, frog, algae, seaweed, turtle, worm, snake, and other animal aquaculture n.e.c.
112519;1;322;1;Freshwater aquaculture;freshwater alligator, frog, algae, seaweed, turtle, worm, snake and other animal aquaculture n.e.c.
112910;1;149;1;Raising of other animals; 
112920;1;142;0;Raising of horses and other equines; 
112930;1;149;1;Raising of other animals; 
112990;1;14;0;Animal production;ISIC group level link - other general livestock farms including combinations of animals, such as horses, asses, mules, cattle, sheep and goats
112990;1;143;0;Raising of camels and camelids;camels and camelids
112990;1;149;1;Raising of other animals;other animal farms including cats, crickets and other insects, dogs, pet birds
112990;1;150;1;Mixed farming;combinations of crops, livestock, and animal specialties (primarily but less than 66% livestock)
113110;1;210;1;Silviculture and other forestry activities;
113210;1;210;1;Silviculture and other forestry activities;
113210;1;230;1;Gathering of non-wood forest products;
113310;1;220;0;Logging;
113310;1;240;1;Support services to forestry;
113310;1;1610;1;Sawmilling and planing of wood;
114111;1;311;1;Marine fishing;
114111;1;312;1;Freshwater fishing;
114112;1;311;1;Marine fishing;
114112;1;312;1;Freshwater fishing;
114119;1;311;1;Marine fishing;
114119;1;312;1;Freshwater fishing;
114210;1;170;0;Hunting, trapping and related service activities;
115111;1;163;1;Post-harvest crop activities;
115112;1;161;1;Support activities for crop production;
115113;1;161;1;Support activities for crop production;
115114;1;163;1;Post-harvest crop activities;
115114;1;164;0;Seed processing for propagation;
115115;1;161;1;Support activities for crop production;
115116;1;161;1;Support activities for crop production;
115116;1;162;1;Support activities for animal production;
115210;1;162;1;Support activities for animal production;
115210;1;7500;1;Veterinary activities;
115310;1;240;1;Support services to forestry;
211120;1;610;0;Extraction of crude petroleum;
211130;1;510;1;Mining of hard coal;
211130;1;620;0;Extraction of natural gas;
212111;1;520;1;Mining of lignite;
212112;1;520;1;Mining of lignite;
212113;1;510;1;Mining of hard coal;
212210;1;710;0;Mining of iron ores;
212221;1;729;1;Mining of other non-ferrous metal ores;
212222;1;729;1;Mining of other non-ferrous metal ores;
212230;1;729;1;Mining of other non-ferrous metal ores;
212291;1;721;1;Mining of uranium and thorium ores;
212291;1;729;1;Mining of other non-ferrous metal ores;
212299;1;721;1;Mining of uranium and thorium ores;
212299;1;729;1;Mining of other non-ferrous metal ores;
212311;1;810;1;Quarrying of stone, sand and clay;
212312;1;810;1;Quarrying of stone, sand and clay;
212312;1;891;1;Mining of chemical and fertilizer minerals;
212313;1;810;1;Quarrying of stone, sand and clay;
212319;1;810;1;Quarrying of stone, sand and clay;
212321;1;810;1;Quarrying of stone, sand and clay;
212322;1;810;1;Quarrying of stone, sand and clay;
212324;1;810;1;Quarrying of stone, sand and clay;
212325;1;810;1;Quarrying of stone, sand and clay;
212325;1;899;1;Other mining and quarrying n.e.c.;
212391;1;891;1;Mining of chemical and fertilizer minerals;
212392;1;891;1;Mining of chemical and fertilizer minerals;
212393;1;891;1;Mining of chemical and fertilizer minerals;
212393;1;893;1;Extraction of salt;
212399;1;810;1;Quarrying of stone, sand and clay;
212399;1;892;0;Extraction of peat;
212399;1;899;1;Other mining and quarrying n.e.c.;
213111;1;910;1;Support activities for petroleum and natural gas extraction;
213112;1;910;1;Support activities for petroleum and natural gas extraction;
213113;1;990;1;Support activities for other mining and quarrying;
213113;1;4312;1;Site preparation;
213114;1;990;1;Support activities for other mining and quarrying;
213114;1;4312;1;Site preparation;
213115;1;990;1;Support activities for other mining and quarrying;
213115;1;4312;1;Site preparation;
221111;1;3510;1;Electric power generation, transmission and distribution;
221112;1;3510;1;Electric power generation, transmission and distribution;
221113;1;3510;1;Electric power generation, transmission and distribution;
221114;1;3510;1;Electric power generation, transmission and distribution;
221115;1;3510;1;Electric power generation, transmission and distribution;
221116;1;3510;1;Electric power generation, transmission and distribution;
221117;1;3510;1;Electric power generation, transmission and distribution;
221118;1;3510;1;Electric power generation, transmission and distribution;
221121;1;3510;1;Electric power generation, transmission and distribution;
221122;1;3510;1;Electric power generation, transmission and distribution;
221210;1;3520;0;"Manufacture of gas; distribution of gaseous fuels through mains";
221310;1;3600;0;Water collection, treatment and supply;
221310;1;4930;1;Transport via pipeline;
221320;1;3700;1;Sewerage;
221330;1;3530;1;Steam and air conditioning supply;
236115;1;4100;1;Construction of buildings;
236116;1;4100;1;Construction of buildings;
236117;1;4100;1;Construction of buildings;
236118;1;4100;1;Construction of buildings;
236210;1;4100;1;Construction of buildings;
236210;1;4290;1;Construction of other civil engineering projects;
236210;1;4390;1;Other specialized construction activities;
236220;1;4100;1;Construction of buildings;
236220;1;4290;1;Construction of other civil engineering projects;
237110;1;4220;1;Construction of utility projects;
237120;1;4220;1;Construction of utility projects;
237120;1;4290;1;Construction of other civil engineering projects;
237130;1;4220;1;Construction of utility projects;
237210;1;4290;1;Construction of other civil engineering projects;
237310;1;4210;1;Construction of roads and railways;
237310;1;4321;1;Electrical installation;
237990;1;4210;1;Construction of roads and railways;
237990;1;4220;1;Construction of utility projects;
237990;1;4290;1;Construction of other civil engineering projects;
237990;1;4312;1;Site preparation;
238110;1;4390;1;Other specialized construction activities;
238120;1;4390;1;Other specialized construction activities;
238130;1;4390;1;Other specialized construction activities;
238140;1;4330;1;Building completion and finishing;
238140;1;4390;1;Other specialized construction activities;
238150;1;4330;1;Building completion and finishing;
238160;1;4390;1;Other specialized construction activities;
238170;1;4390;1;Other specialized construction activities;
238190;1;4390;1;Other specialized construction activities;
238210;1;4321;1;Electrical installation;
238220;1;3320;1;Installation of industrial machinery and equipment;
238220;1;4322;0;Plumbing, heat and air-conditioning installation;
238220;1;4390;1;Other specialized construction activities;
238220;1;8129;1;Other building and industrial cleaning activities;
238290;1;331;0;Repair of fabricated metal products, machinery and equipment;
238290;1;3320;1;Installation of industrial machinery and equipment;
238290;1;4321;1;Electrical installation;
238290;1;4329;1;Other construction installation;
238310;1;4329;1;Other construction installation;
238310;1;"4330

";1;"Building completion and finishing

";
238310;1;4390;1;Other specialized construction activities;
238320;1;4330;1;Building completion and finishing;
238330;1;4330;1;Building completion and finishing;
238340;1;4330;1;Building completion and finishing;
238350;1;4330;1;Building completion and finishing;
238390;1;4330;1;Building completion and finishing;
238390;1;4390;1;Other specialized construction activities;
238910;1;4311;0;Demolition;
238910;1;4312;1;Site preparation;
238910;1;4390;1;Other specialized construction activities;
238990;1;4210;1;Construction of roads and railways;
238990;1;4390;1;Other specialized construction activities;
311111;1;1080;1;Manufacture of prepared animal feeds;
311119;1;1080;1;Manufacture of prepared animal feeds;
311211;1;1030;1;Processing and preserving of fruit and vegetables;
311211;1;1061;1;Manufacture of grain mill products;
311212;1;1061;1;Manufacture of grain mill products;
311213;1;1103;1;Manufacture of malt liquors and malt;
311221;1;1040;1;Manufacture of vegetable and animal oils and fats;
311221;1;1062;1;Manufacture of starches and starch products;
311224;1;1040;1;Manufacture of vegetable and animal oils and fats;
311225;1;1040;1;Manufacture of vegetable and animal oils and fats;
311225;1;1062;1;Manufacture of starches and starch products;
311230;1;1061;1;Manufacture of grain mill products;
311313;1;1072;1;Manufacture of sugar;
311314;1;1072;1;Manufacture of sugar;
311340;1;1073;1;Manufacture of cocoa, chocolate and sugar confectionery;
311351;1;1073;1;Manufacture of cocoa, chocolate and sugar confectionery;
311352;1;1073;1;Manufacture of cocoa, chocolate and sugar confectionery;
311411;1;1030;1;Processing and preserving of fruit and vegetables;
311412;1;1010;1;Processing and preserving of meat;
311412;1;1071;1;Manufacture of bakery products;
311412;1;1074;1;Manufacture of macaroni, noodles, couscous and similar farinaceous products;
311412;1;1075;1;Manufacture of prepared meals and dishes;
311412;1;1079;1;Manufacture of other food products n.e.c.;
311421;1;1030;1;Processing and preserving of fruit and vegetables;
311421;1;1079;1;Manufacture of other food products n.e.c.;
311422;1;1074;1;Manufacture of macaroni, noodles, couscous and similar farinaceous products;
311422;1;1075;1;Manufacture of prepared meals and dishes;
311422;1;1079;1;Manufacture of other food products n.e.c.;
311423;1;1030;1;Processing and preserving of fruit and vegetables;
311423;1;1079;1;Manufacture of other food products n.e.c.;
311511;1;1050;1;Manufacture of dairy products;
311511;1;1079;1;Manufacture of other food products n.e.c.;
311512;1;1050;1;Manufacture of dairy products;
311513;1;1050;1;Manufacture of dairy products;
311513;1;1079;1;Manufacture of other food products n.e.c.;
311514;1;1050;1;Manufacture of dairy products;
311514;1;1079;1;Manufacture of other food products n.e.c.;
311520;1;1050;1;Manufacture of dairy products;
311611;1;1010;1;Processing and preserving of meat;
311612;1;1010;1;Processing and preserving of meat;
311612;1;1079;1;Manufacture of other food products n.e.c.;
311613;1;1010;1;Processing and preserving of meat;
311615;1;1010;1;Processing and preserving of meat;
311710;1;311;1;Marine fishing;
311710;1;1010;1;Processing and preserving of meat;
311710;1;1020;0;Processing and preserving of fish, crustaceans and molluscs;
311710;1;1040;1;Manufacture of vegetable and animal oils and fats;
311710;1;1075;1;Manufacture of prepared meals and dishes;
311710;1;1079;1;Manufacture of other food products n.e.c.;
311811;1;1071;1;Manufacture of bakery products;
311812;1;1071;1;Manufacture of bakery products;
311813;1;1071;1;Manufacture of bakery products;
311821;1;1071;1;Manufacture of bakery products;
311824;1;1061;1;Manufacture of grain mill products;
311824;1;1074;1;Manufacture of macaroni, noodles, couscous and similar farinaceous products;
311824;1;1075;1;Manufacture of prepared meals and dishes;
311830;1;1071;1;Manufacture of bakery products;
311911;1;1030;1;Processing and preserving of fruit and vegetables;
311919;1;1030;1;Processing and preserving of fruit and vegetables;
311919;1;1071;1;Manufacture of bakery products;
311920;1;1079;1;Manufacture of other food products n.e.c.;
311930;1;1030;1;Processing and preserving of fruit and vegetables;
311930;1;1079;1;Manufacture of other food products n.e.c.;
311941;1;1030;1;Processing and preserving of fruit and vegetables;
311941;1;1079;1;Manufacture of other food products n.e.c.;
311942;1;893;1;Extraction of salt;
311942;1;1030;1;Processing and preserving of fruit and vegetables;
311942;1;1079;1;Manufacture of other food products n.e.c.;
311991;1;1030;1;Processing and preserving of fruit and vegetables;
311991;1;1074;1;Manufacture of macaroni, noodles, couscous and similar farinaceous products;
311991;1;1079;1;Manufacture of other food products n.e.c.;
311999;1;1030;1;Processing and preserving of fruit and vegetables;
311999;1;1075;1;Manufacture of prepared meals and dishes;
311999;1;1079;1;Manufacture of other food products n.e.c.;
312111;1;1104;1;"Manufacture of soft drinks; production of mineral waters and other bottled waters";
312112;1;1104;1;"Manufacture of soft drinks; production of mineral waters and other bottled waters";
312113;1;3530;1;Steam and air conditioning supply;
312120;1;1103;1;Manufacture of malt liquors and malt;
312130;1;1101;1;Distilling, rectifying and blending of spirits;
312130;1;1102;0;Manufacture of wines;
312140;1;1101;1;Distilling, rectifying and blending of spirits;
312140;1;2011;1;Manufacture of basic chemicals;
312230;1;1200;0;Manufacture of tobacco products;
313110;1;1311;1;Preparation and spinning of textile fibres;
313210;1;1312;0;Weaving of textiles;
313210;1;1420;1;Manufacture of articles of fur;
313220;1;1399;1;Manufacture of other textiles n.e.c.;
313230;1;1399;1;Manufacture of other textiles n.e.c.;
313240;1;1391;0;Manufacture of knitted and crocheted fabrics;
313240;1;1399;1;Manufacture of other textiles n.e.c.;
313240;1;1420;1;Manufacture of articles of fur;
313310;1;1311;1;Preparation and spinning of textile fibres;
313310;1;1313;1;Finishing of textiles;
313320;1;1313;1;Finishing of textiles;
313320;1;2219;1;Manufacture of other rubber products;
314110;1;1393;1;Manufacture of carpets and rugs;
314120;1;1392;1;Manufacture of made-up textile articles, except apparel;
314120;1;2220;1;Manufacture of plastics products;
314910;1;1392;1;Manufacture of made-up textile articles, except apparel;
314910;1;1512;1;Manufacture of luggage, handbags and the like, saddlery and harness;
314910;1;2220;1;Manufacture of plastics products;
314994;1;1394;1;Manufacture of cordage, rope, twine and netting;
314994;1;1399;1;Manufacture of other textiles n.e.c.;
314999;1;1311;1;Preparation and spinning of textile fibres;
314999;1;1313;1;Finishing of textiles;
314999;1;1392;1;Manufacture of made-up textile articles, except apparel;
314999;1;1393;1;Manufacture of carpets and rugs;
314999;1;1394;1;Manufacture of cordage, rope, twine and netting;
314999;1;1399;1;Manufacture of other textiles n.e.c.;
314999;1;1410;1;Manufacture of wearing apparel, except fur apparel;
315110;1;1430;1;Manufacture of knitted and crocheted apparel;
315190;1;1430;1;Manufacture of knitted and crocheted apparel;
315210;1;1410;1;Manufacture of wearing apparel, except fur apparel;
315210;1;1420;1;Manufacture of articles of fur;
315220;1;1410;1;Manufacture of wearing apparel, except fur apparel;
315240;1;1410;1;Manufacture of wearing apparel, except fur apparel;
315240;1;1420;1;Manufacture of articles of fur;
315280;1;1410;1;Manufacture of wearing apparel, except fur apparel;
315280;1;1420;1;Manufacture of articles of fur;
315990;1;1399;1;Manufacture of other textiles n.e.c.;
315990;1;1410;1;Manufacture of wearing apparel, except fur apparel;
315990;1;1420;1;Manufacture of articles of fur;
315990;1;2219;1;Manufacture of other rubber products;
316110;1;1511;0;"Tanning and dressing of leather; dressing and dyeing of fur";
316210;1;1520;1;Manufacture of footwear;
316992;1;1512;1;Manufacture of luggage, handbags and the like, saddlery and harness;
316998;1;1410;1;Manufacture of wearing apparel, except fur apparel;
316998;1;1512;1;Manufacture of luggage, handbags and the like, saddlery and harness;
316998;1;1520;1;Manufacture of footwear;
321113;1;1610;1;Sawmilling and planing of wood;
321113;1;1622;1;Manufacture of builders' carpentry and joinery;
321114;1;1610;1;Sawmilling and planing of wood;
321211;1;1621;1;Manufacture of veneer sheets and wood-based panels;
321212;1;1621;1;Manufacture of veneer sheets and wood-based panels;
321213;1;1621;1;Manufacture of veneer sheets and wood-based panels;
321213;1;1622;1;Manufacture of builders' carpentry and joinery;
321214;1;1622;1;Manufacture of builders' carpentry and joinery;
321219;1;1621;1;Manufacture of veneer sheets and wood-based panels;
321911;1;1622;1;Manufacture of builders' carpentry and joinery;
321912;1;1610;1;Sawmilling and planing of wood;
321912;1;1622;1;Manufacture of builders' carpentry and joinery;
321912;1;1629;1;"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials";
321918;1;1610;1;Sawmilling and planing of wood;
321918;1;1622;1;Manufacture of builders' carpentry and joinery;
321920;1;1623;1;Manufacture of wooden containers;
321920;1;1629;1;"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials";
321991;1;1622;1;Manufacture of builders' carpentry and joinery;
321992;1;1622;1;Manufacture of builders' carpentry and joinery;
321999;1;1610;1;Sawmilling and planing of wood;
321999;1;1623;1;Manufacture of wooden containers;
321999;1;1629;1;"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials";
321999;1;2220;1;Manufacture of plastics products;
321999;1;3100;1;Manufacture of furniture;
322110;1;1701;1;Manufacture of pulp, paper and paperboard;
322121;1;1701;1;Manufacture of pulp, paper and paperboard;
322121;1;1702;1;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;
322121;1;1709;1;Manufacture of other articles of paper and paperboard;
322121;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
322122;1;1701;1;Manufacture of pulp, paper and paperboard;
322130;1;1701;1;Manufacture of pulp, paper and paperboard;
322130;1;1702;1;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;
322130;1;1709;1;Manufacture of other articles of paper and paperboard;
322211;1;1702;1;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;
322212;1;1702;1;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;
322219;1;1702;1;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;
322219;1;1709;1;Manufacture of other articles of paper and paperboard;
322220;1;1399;1;Manufacture of other textiles n.e.c.;
322220;1;1701;1;Manufacture of pulp, paper and paperboard;
322220;1;1702;1;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;
322220;1;1709;1;Manufacture of other articles of paper and paperboard;
322220;1;2220;1;Manufacture of plastics products;
322220;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
322220;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
322230;1;1709;1;Manufacture of other articles of paper and paperboard;
322291;1;1709;1;Manufacture of other articles of paper and paperboard;
322299;1;1701;1;Manufacture of pulp, paper and paperboard;
322299;1;1702;1;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;
322299;1;1709;1;Manufacture of other articles of paper and paperboard;
323111;1;1709;1;Manufacture of other articles of paper and paperboard;
323111;1;1811;1;Printing;
323111;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
323111;1;8219;1;Photocopying, document preparation and other specialized office support activities;
323113;1;1313;1;Finishing of textiles;
323113;1;1811;1;Printing;
323117;1;1811;1;Printing;
323120;1;1812;0;Service activities related to printing;
324110;1;1920;1;Manufacture of refined petroleum products;
324121;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
324122;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
324191;1;1920;1;Manufacture of refined petroleum products;
324199;1;1629;1;"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials";
324199;1;1910;1;Manufacture of coke oven products;
324199;1;1920;1;Manufacture of refined petroleum products;
325110;1;1920;1;Manufacture of refined petroleum products;
325110;1;2011;1;Manufacture of basic chemicals;
325120;1;2011;1;Manufacture of basic chemicals;
325130;1;2011;1;Manufacture of basic chemicals;
325180;1;2011;1;Manufacture of basic chemicals;
325180;1;2012;1;Manufacture of fertilizers and nitrogen compounds;
325193;1;2011;1;Manufacture of basic chemicals;
325194;1;1910;1;Manufacture of coke oven products;
325194;1;2011;1;Manufacture of basic chemicals;
325194;1;2022;1;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;
325199;1;2011;1;Manufacture of basic chemicals;
325199;1;2029;1;Manufacture of other chemical products n.e.c.;
325199;1;2100;1;Manufacture of pharmaceuticals, medicinal chemical and botanical products;
325211;1;2013;1;Manufacture of plastics and synthetic rubber in primary forms;
325212;1;2013;1;Manufacture of plastics and synthetic rubber in primary forms;
325220;1;2030;0;Manufacture of man-made fibres;
325220;1;2220;1;Manufacture of plastics products;
325311;1;2012;1;Manufacture of fertilizers and nitrogen compounds;
325312;1;2011;1;Manufacture of basic chemicals;
325312;1;2012;1;Manufacture of fertilizers and nitrogen compounds;
325314;1;2012;1;Manufacture of fertilizers and nitrogen compounds;
325320;1;2021;1;Manufacture of pesticides and other agrochemical products;
325411;1;2100;1;Manufacture of pharmaceuticals, medicinal chemical and botanical products;
325412;1;2100;1;Manufacture of pharmaceuticals, medicinal chemical and botanical products;
325413;1;2029;1;Manufacture of other chemical products n.e.c.;
325413;1;2100;1;Manufacture of pharmaceuticals, medicinal chemical and botanical products;
325414;1;2100;1;Manufacture of pharmaceuticals, medicinal chemical and botanical products;
325510;1;2022;1;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;
325520;1;2022;1;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;
325520;1;2029;1;Manufacture of other chemical products n.e.c.;
325611;1;2023;1;Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations;
325612;1;2011;1;Manufacture of basic chemicals;
325612;1;2021;1;Manufacture of pesticides and other agrochemical products;
325612;1;2023;1;Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations;
325612;1;2029;1;Manufacture of other chemical products n.e.c.;
325613;1;2023;1;Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations;
325613;1;2029;1;Manufacture of other chemical products n.e.c.;
325620;1;2023;1;Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations;
325910;1;2022;1;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;
325920;1;2029;1;Manufacture of other chemical products n.e.c.;
325991;1;2013;1;Manufacture of plastics and synthetic rubber in primary forms;
325992;1;2029;1;Manufacture of other chemical products n.e.c.;
325992;1;2817;1;Manufacture of office machinery and equipment (except computers and peripheral equipment);
325998;1;2011;1;Manufacture of basic chemicals;
325998;1;2022;1;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;
325998;1;2023;1;Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations;
325998;1;2029;1;Manufacture of other chemical products n.e.c.;
325998;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
325998;1;8292;1;Packaging activities;
326111;1;2220;1;Manufacture of plastics products;
326112;1;2220;1;Manufacture of plastics products;
326113;1;2220;1;Manufacture of plastics products;
326121;1;2220;1;Manufacture of plastics products;
326122;1;2220;1;Manufacture of plastics products;
326130;1;2220;1;Manufacture of plastics products;
326140;1;2220;1;Manufacture of plastics products;
326150;1;2220;1;Manufacture of plastics products;
326160;1;2220;1;Manufacture of plastics products;
326191;1;2220;1;Manufacture of plastics products;
326199;1;2220;1;Manufacture of plastics products;
326199;1;2720;1;Manufacture of batteries and accumulators;
326199;1;2920;1;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";
326199;1;3100;1;Manufacture of furniture;
326211;1;2211;1;"Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres";
326211;1;2219;1;Manufacture of other rubber products;
326212;1;2211;1;"Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres";
326220;1;2219;1;Manufacture of other rubber products;
326220;1;2220;1;Manufacture of plastics products;
326291;1;2219;1;Manufacture of other rubber products;
326299;1;2219;1;Manufacture of other rubber products;
326299;1;2720;1;Manufacture of batteries and accumulators;
327110;1;2392;1;Manufacture of clay building materials;
327110;1;2393;0;Manufacture of other porcelain and ceramic products;
327120;1;2391;0;Manufacture of refractory products;
327120;1;2392;1;Manufacture of clay building materials;
327120;1;2395;1;Manufacture of articles of concrete, cement and plaster;
327211;1;2310;1;Manufacture of glass and glass products;
327212;1;2310;1;Manufacture of glass and glass products;
327213;1;2310;1;Manufacture of glass and glass products;
327215;1;2310;1;Manufacture of glass and glass products;
327310;1;2394;1;Manufacture of cement, lime and plaster;
327320;1;2395;1;Manufacture of articles of concrete, cement and plaster;
327331;1;2395;1;Manufacture of articles of concrete, cement and plaster;
327332;1;2395;1;Manufacture of articles of concrete, cement and plaster;
327390;1;2395;1;Manufacture of articles of concrete, cement and plaster;
327410;1;2394;1;Manufacture of cement, lime and plaster;
327420;1;2394;1;Manufacture of cement, lime and plaster;
327420;1;2395;1;Manufacture of articles of concrete, cement and plaster;
327910;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
327991;1;2396;1;Cutting, shaping and finishing of stone;
327992;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
327993;1;2310;1;Manufacture of glass and glass products;
327993;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
327999;1;2395;1;Manufacture of articles of concrete, cement and plaster;
327999;1;2399;1;Manufacture of other non-metallic mineral products n.e.c.;
327999;1;3211;1;Manufacture of jewellery and related articles;
331110;1;2410;1;Manufacture of basic iron and steel;
331210;1;2431;1;Casting of iron and steel;
331221;1;2410;1;Manufacture of basic iron and steel;
331222;1;2410;1;Manufacture of basic iron and steel;
331222;1;2599;1;Manufacture of other fabricated metal products n.e.c.;
331222;1;2732;1;Manufacture of other electronic and electric wires and cables;
331222;1;3099;1;Manufacture of other transport equipment n.e.c.;
331313;1;2420;1;Manufacture of basic precious and other non-ferrous metals;
